지역,건물용도,건물용도구분,연면적,창면적비,난방방식,냉방방식,태양광용량,태양광_후면,태양광_밀착,지열여부,열병합여부,태양광비율,에너지자립률,1차에너지소요량,최종등급,비율구간,보간_자립률,보간_1차에너지,잔차_자립률,잔차_1차에너지
8,28,1,1693.9296,17.91,0,0,2.313,11.327,12.136071428571428,0,0,0.006686818625756348,2.1113243761996157,146.3,인증불가,0~2%,4.338572842696651,119.57472745030255,-2.2272484664970356,26.725272549697465
1,16,1,30658.4741,28.84,1,1,45.6,212.444,227.6185714285714,0,0,0.006929372913572368,2.115384615384615,116.9,5,0~2%,4.401636957528816,119.67174916542895,-2.286252342144201,-2.7717491654289432
8,17,1,5968.16,37.5,0,0,9.46,84.58151785714287,90.62305484693879,0,0,0.014172126393585774,2.1179765447225622,137.2,인증불가,0~2%,6.284752862332301,122.56885055743432,-4.166776317609738,14.631149442565672
8,17,1,4165.51,38.09,2,0,11.0,41.45152,44.41234285714286,0,0,0.00995112723291986,2.1194605009633904,143.1,인증불가,0~2%,5.187293080559163,120.88045089316795,-3.067832579595773,22.219549106832048
8,0,0,14228.56,22.27,2,0,47.304,149.184,159.83999999999997,0,0,0.010484827698656786,2.1272264631043254,188.9,인증불가,0~2%,5.326055201650765,121.09393107946272,-3.1988287385464393,67.80606892053729
10,0,0,66422.513,18.53,2,2,80.0,353.9293333333334,379.21000000000004,0,0,0.00532845442528399,2.1284080914687777,104.7,인증불가,0~2%,3.985398150573838,119.0313817701136,-1.85699005910506,-14.331381770113595
8,17,1,4761.71,21.59,2,0,6.72,32.42,34.73571428571429,0,1,0.006808478466769291,2.1293070073557874,117.3,5,0~2%,4.3702044013600165,119.62339138670772,-2.240897394004229,-2.3233913867077263
1,0,0,12412.79,18.8,2,2,12.6,62.381,66.83678571428571,0,0,0.005025542202840779,2.130013831258644,134.4,인증불가,0~2%,3.906640972738603,118.91021688113632,-1.7766271414799588,15.489783118863684
13,3,1,16461.72,52.93,2,1,37.5,312.21,334.51071428571424,0,0,0.018965818881623547,2.134646962233169,259.4,인증불가,0~2%,7.531112909222122,124.48632755264943,-5.396465946988952,134.91367244735056
12,0,0,62462.778,18.42,2,0,39.6,330.3207333333333,353.91507142857137,0,0,0.005288281179766505,2.134646962233169,133.6,인증불가,0~2%,3.974953106739292,119.01531247190661,-1.8403061445061226,14.584687528093383
8,17,1,5232.26,26.4,2,0,8.7,72.60293333333333,77.78885714285714,0,0,0.013876017883922688,2.1348169232759737,174.0,인증불가,0~2%,6.207764649819898,122.45040715356907,-4.072947726543925,51.549592846430926
8,17,1,41046.75,31.96,2,1,64.0,304.529,326.28107142857135,1,1,0.007419077028022925,2.1408128219805382,210.7,인증불가,0~2%,4.528960027285961,119.86763081120918,-2.3881472053054225,90.8323691887908
1,0,0,131905.2565,20.22,2,2,136.25,645.813,691.9424999999999,0,0,0.0048960368762862765,2.1434898139946856,106.7,인증불가,0~2%,3.872969587834432,118.85841475051451,-1.7294797738397465,-12.15841475051451
6,0,0,111112.7771,16.38,2,2,70.0,580.321,621.7725,0,0,0.005222810689698799,2.147039687703318,139.4,인증불가,0~2%,3.9579307793216882,118.98912427587952,-1.81089109161837,20.410875724120487
8,0,0,17336.1639,22.98,2,2,19.266,102.942,110.29499999999999,0,0,0.0059379918529727325,2.1490626428898034,178.8,인증불가,0~2%,4.1438778817729105,119.27519674118909,-1.994815238883107,59.52480325881092
1,1,1,60177.59,27.65,0,0,94.5,786.3616000000001,842.5302857142857,0,0,0.01306734949006765,2.152641878669276,159.0,인증불가,0~2%,5.9975108674175885,122.12693979602706,-3.8448689887483125,36.87306020397294
8,17,1,89073.83,39.88,1,1,246.56,1192.589,1277.7739285714283,1,0,0.013388769743032268,2.160039273441335,192.1,인증불가,0~2%,6.081080133188389,122.25550789721291,-3.921040859747054,69.84449210278709
8,0,0,6692.5,27.26,2,2,11.946,70.30426666666666,75.326,0,0,0.010504933383140331,2.1639344262295084,169.9,인증불가,0~2%,5.3312826796164865,121.10197335325614,-3.167348253386978,48.798026646743864
8,17,1,4721.31,23.95,2,0,8.64,42.711,45.76178571428571,0,1,0.00904642991034268,2.1645021645021645,117.6,5,0~2%,4.952071776689097,120.51857196413708,-2.7875696121869327,-2.9185719641370866
8,17,1,4518.33,21.5,0,0,6.3,29.07333333333333,31.149999999999995,0,0,0.006434530752143675,2.1645021645021645,117.4,5,0~2%,4.272977995557356,119.47381230085747,-2.108475831055191,-2.073812300857469
8,17,1,5345.96,18.75,2,0,6.72,34.48,36.942857142857136,0,0,0.006449730263600924,2.1653543307086616,93.9,5,0~2%,4.27692986853624,119.47989210544037,-2.1115755378275787,-25.579892105440365
1,1,1,11978.97,50.1,1,1,14.0,116.559,124.88464285714285,1,0,0.009730302354876923,2.171528844044747,315.2,인증불가,0~2%,5.1298786122680005,120.79212094195077,-2.9583497682232536,194.40787905804922
12,0,0,114918.4262,19.56,2,0,72.6,605.5886,648.8449285714286,0,0,0.005269725839666955,2.1735826113391097,131.4,인증불가,0~2%,3.9701287183134086,119.00789033586679,-1.796546106974299,12.392109664133216
8,17,1,2784.49,42.77,0,0,4.0,33.307750000000006,35.68687500000001,0,0,0.011961885300360213,2.175346077785102,183.6,인증불가,0~2%,5.7100901780936555,121.68475412014409,-3.5347441003085533,61.9152458798559
2,28,1,6256.4452,36.87,0,0,8.71,67.452,72.27,0,0,0.010781202079417239,2.179450891593546,160.8,인증불가,0~2%,5.403112540648482,121.2124808317669,-3.2236616490549355,39.587519168233115
8,17,1,5177.43,55.59,0,0,11.0,52.141,55.865357142857135,0,1,0.010070826645652379,2.1802103979265133,156.3,인증불가,0~2%,5.218414927869619,120.92833065826096,-3.0382045299431053,35.37166934173905
1,17,1,19944.671,19.13,1,1,23.5,196.09460833333333,210.10136607142857,0,0,0.00983192995930258,2.1828728438406353,151.0,인증불가,0~2%,5.156301789418671,120.83277198372103,-2.9734289455780356,30.16722801627897
8,17,1,14816.318,21.52,2,0,25.44,122.733,131.49964285714285,0,0,0.008283637000771718,2.1834061135371177,118.0,5,0~2%,4.753745620200647,120.2134548003087,-2.570339506663529,-2.2134548003086962
8,0,0,15823.6398,18.73,2,2,21.0,108.108,115.83,0,0,0.006832056427371407,2.1895574950237333,121.5,인증불가,0~2%,4.376334671116566,119.63282257094856,-2.1867771760928325,1.8671774290514378
8,28,1,6733.8123,38.21,0,0,13.748,94.4384,101.184,0,0,0.014024507335911339,2.189737647443325,160.8,인증불가,0~2%,6.246371907336949,122.50980293436454,-4.056634259893624,38.29019706563547
7,17,1,65599.9832,22.26,0,0,66.6,329.297,352.8182142857143,0,0,0.005019772627014941,2.190362405416169,115.6,5,0~2%,3.9051408830238854,118.90790905080598,-1.7147784776077164,-3.307909050805989
8,17,1,2838.97,33.68,0,0,7.2,34.74,37.22142857142857,0,0,0.012236832372304041,2.190899341198101,156.4,인증불가,0~2%,5.781576416799051,121.79473294892162,-3.59067707560095,34.605267051078386
8,17,1,4026.41,23.24,2,0,5.76,47.936025,51.36002678571428,0,0,0.011905400840947643,2.192242833052277,149.9,인증불가,0~2%,5.695404218646387,121.66216033637906,-3.50316138559411,28.237839663620946
1,28,1,20350.8215,36.77,0,0,64.8,326.48,349.79999999999995,0,0,0.01604259562691364,2.1947024423804606,160.3,인증불가,0~2%,6.771074862997546,123.31703825076546,-4.576372420617085,36.98296174923455
15,0,0,146481.1413,17.66,2,2,141.6,705.876,756.2957142857142,0,0,0.004818886538809348,2.1981056975289586,110.0,인증불가,0~2%,3.852910500090431,118.82755461552375,-1.6548048025614723,-8.827554615523752
8,17,1,14614.44,47.22,0,0,29.97,147.556,158.09571428571428,0,0,0.010096589400620208,2.198534310459693,146.2,인증불가,0~2%,5.225113244161254,120.93863576024809,-3.026578933701561,25.2613642397519
9,0,0,152274.3285,24.38,1,2,132.602,795.1654666666667,851.963,0,0,0.0052219272578612405,2.198534310459694,110.1,인증불가,0~2%,3.957701087043923,118.9887709031445,-1.759166776584229,-8.888770903144504
8,1,1,6389.23,34.27,0,0,13.08,61.998,66.42642857142857,0,0,0.009703516699195365,2.1999999999999997,145.1,인증불가,0~2%,5.122914341790795,120.78140667967816,-2.9229143417907957,24.31859332032184
8,17,1,43825.33,19.32,0,0,66.02,313.396,335.7814285714286,0,0,0.007151024304893996,2.2000897995836564,112.4,5,0~2%,4.459266319272439,119.7604097219576,-2.2591765196887827,-7.360409721957595
1,0,0,19564.26,20.72,2,2,19.8,98.027,105.02892857142857,0,0,0.00501051407004405,2.2006287510717346,130.1,인증불가,0~2%,3.9027336582114533,118.90420562801762,-1.7021049071397187,11.195794371982373
8,17,1,4601.16,20.55,2,0,7.2,60.06099999999999,64.35107142857142,0,0,0.013053447391527353,2.204889755512224,165.2,인증불가,0~2%,5.993896321797112,122.12137895661095,-3.789006566284888,43.078621043389035
1,0,0,11011.8562,20.64,2,2,11.04,53.262,57.066428571428574,0,0,0.00483678673537346,2.205671727298768,130.1,인증불가,0~2%,3.8575645511971,118.83471469414938,-1.651892823898332,11.265285305850611
1,3,1,10268.05,36.6,2,0,47.84,399.16155000000003,427.6730892857143,0,0,0.03887413384235566,2.206258275107167,283.0,인증불가,2~5%,12.70727479901247,129.45688514372253,-10.501016523905303,153.54311485627747
1,0,0,5936.6352,19.94,2,2,7.2,35.6,38.142857142857146,0,0,0.005996662890790393,2.207130730050934,124.0,인증불가,0~2%,4.1591323516055025,119.29866515631616,-1.9520016215545684,4.7013348436838385
1,0,0,9467.74,22.78,2,2,17.38,87.736,94.00285714285715,0,0,0.009266836647394205,2.207271010387158,125.8,인증불가,0~2%,5.009377528322493,120.60673465895769,-2.8021065179353353,5.193265341042306
8,17,1,8126.97,19.55,0,0,12.0,55.504,59.46857142857142,0,1,0.006829605621775397,2.2177419354838706,135.4,인증불가,0~2%,4.375697461661604,119.63184224871017,-2.1579555261777332,15.768157751289834
16,0,0,145577.3811,18.26,2,2,86.52,720.8455333333334,772.3344999999999,0,0,0.004951631413386742,2.2236044161094703,117.2,인증불가,0~2%,3.887424167480553,118.88065256535471,-1.6638197513710828,-1.6806525653547055
1,1,1,29955.23,40.7,1,1,96.39,452.2891,484.5954642857143,0,0,0.01509883582933598,2.2249883304807843,151.2,인증불가,0~2%,6.5256973156273546,122.9395343317344,-4.300708985146571,28.260465668265596
6,17,1,170579.7578,19.85,0,0,195.69,1043.787,1118.3432142857143,0,1,0.006119055469780953,2.227622519238558,114.6,5,0~2%,4.190954422143048,119.34762218791239,-1.96333190290449,-4.747622187912398
1,0,0,97349.1697,21.94,2,2,117.5,525.055,562.5589285714285,0,0,0.005393523145786008,2.228224172856178,107.9,인증불가,0~2%,4.002316017904363,119.05740925831441,-1.774091845048185,-11.157409258314402
3,0,0,27191.94,20.05,2,2,20.0,166.53875000000002,178.43437500000002,0,0,0.0061245630138930885,2.2306340408273626,130.5,인증불가,0~2%,4.192386383612203,119.34982520555724,-1.9617523427848407,11.150174794442762
1,28,1,13022.05,28.3,0,0,21.45,100.747,107.94321428571428,0,0,0.007736646687733498,2.240325865580448,112.0,5,0~2%,4.61152813881071,119.9946586750934,-2.3712022732302622,-7.9946586750934046
1,0,0,107719.8127,22.22,2,2,127.5,569.74,610.4357142857142,0,0,0.005289092003777686,2.241847826086956,107.3,인증불가,0~2%,3.9751639209821987,119.01563680151108,-1.7333160948952426,-11.715636801511081
15,0,0,443953.8064,18.31,2,2,353.1,2945.0373999999997,3155.3972142857137,0,0,0.006633657280430065,2.2453373598411765,129.0,인증불가,0~2%,4.324750892911817,119.55346291217204,-2.0794135330706407,9.446537087827963
3,0,0,272400.6669,18.46,2,2,165.825,1381.6232333333332,1480.310607142857,0,0,0.00507202588399145,2.2469823584029713,106.3,인증불가,0~2%,3.9187267298377773,118.92881035359659,-1.671744371434806,-12.628810353596592
1,0,0,229355.59,21.15,2,2,133.12,1109.5508,1188.8044285714286,0,0,0.004837688063325599,2.2476501838986516,112.9,인증불가,0~2%,3.857798896464656,118.83507522533024,-1.6101487125660046,-5.9350752253302375
8,17,1,4165.51,38.09,2,0,11.0,41.452,44.41285714285714,0,0,0.009951242464908257,2.248359450640083,127.1,5,0~2%,5.187323040876147,120.8804969859633,-2.9389635902360642,6.21950301403669
8,17,1,8529.73,27.44,0,0,16.24,76.713,82.19249999999998,0,0,0.008993602376628568,2.2486526667905595,124.5,5,0~2%,4.938336617923428,120.49744095065144,-2.689683951132868,4.002559049348562
8,17,1,4302.71,24.11,2,0,8.0,43.1,46.17857142857142,0,0,0.010016942810461314,2.250325460293844,122.9,5,0~2%,5.204405130719942,120.90677712418453,-2.954079670426098,1.9932228758154764
13,0,0,82478.9496,19.75,2,2,74.88,438.647,469.9789285714285,0,0,0.005318290328954431,2.254098360655737,110.5,인증불가,0~2%,3.982755485528153,119.02731613158178,-1.7286571248724156,-8.527316131581784
8,0,0,12457.41,22.9,2,0,28.136,122.82666666666668,131.60000000000002,0,0,0.009859727396518754,2.2570415967170305,184.8,인증불가,0~2%,5.163529123094876,120.8438909586075,-2.9064875263778456,63.95610904139251
11,0,0,134316.7748,18.56,2,2,124.32,669.984,717.84,0,0,0.00498808879976174,2.258076133539814,101.4,인증불가,0~2%,3.896903087938053,118.8952355199047,-1.638826954398239,-17.495235519904696
1,17,1,41763.2659,27.03,0,0,46.293,200.74,215.07857142857142,1,0,0.004806616428912951,2.261823166552433,132.7,인증불가,0~2%,3.8497202715173677,118.82264657156519,-1.5878971049649349,13.877353428434802
8,17,1,6962.26,44.81,0,0,14.4,120.19754166666667,128.78308035714286,0,1,0.017264155844031487,2.2663919524906073,180.6,인증불가,0~2%,7.088680519448186,123.8056623376126,-4.822288566957578,56.79433766238739
1,0,0,16590.86,18.76,2,2,10.12,84.1407,90.15074999999999,0,0,0.005071509252684911,2.26832468912079,119.1,인증불가,0~2%,3.918592405698077,118.92860370107397,-1.6502677165772872,0.1713962989260267
8,17,1,7688.5,33.22,0,0,10.65,88.91879166666668,95.27013392857144,0,1,0.011565167674665628,2.2721404595920474,148.0,인증불가,0~2%,5.606943595413063,121.52606706986626,-3.3348031358210157,26.473932930133742
0,23,0,39433.33,22.28,2,2,38.22,195.412,209.36999999999998,0,0,0.0049555033774728125,2.2723004694835685,98.3,인증불가,0~2%,3.8884308781429318,118.88220135098913,-1.6161304086593633,-20.582201350989138
8,17,1,11192.96,37.77,2,0,12.96,107.8539,115.55775,0,0,0.009635869332151638,2.275483272701334,127.4,5,0~2%,5.105326026359426,120.75434773286067,-2.8298427536580917,6.64565226713934
8,17,1,3328.56,30.71,0,0,7.661,37.003,39.64607142857143,0,0,0.01111681928521643,2.2788844621513946,145.7,인증불가,0~2%,5.490373014156272,121.34672771408658,-3.211488552004877,24.353272285913405
13,0,0,140848.9651,18.58,2,2,152.88,730.32,782.4857142857143,0,0,0.00518512861973453,2.2806538195727994,108.4,인증불가,0~2%,3.9481334411309783,118.97405144789381,-1.6674796215581789,-10.574051447893808
8,17,1,5959.08,33.57,0,0,10.0,89.45,95.83928571428571,0,1,0.01501070635064473,2.282157676348547,138.2,인증불가,0~2%,6.50278365116763,122.9042825402579,-4.220625974819082,15.295717459742093
8,28,1,36282.42,35.12,0,1,147.048,910.2530266666668,975.2711,0,0,0.025087991006847582,2.2850020772746156,228.7,인증불가,2~5%,9.12287766178037,126.93519640273904,-6.837875584505754,101.76480359726095
8,17,1,6499.403,25.19,2,0,0.0,95.97933333333333,102.835,0,0,0.01476740761164269,2.2850020772746156,167.1,인증불가,0~2%,6.439525979027099,122.80696304465708,-4.1545239017524835,44.29303695534291
8,17,1,3233.51,40.44,0,0,9.81,46.743,50.081785714285715,1,0,0.014455808084712897,2.286343073725394,194.1,인증불가,0~2%,6.358510102025353,122.68232323388517,-4.07216702829996,71.41767676611482
8,17,1,11792.69,28.73,0,0,13.44,62.72,67.2,0,1,0.005318549033341841,2.3007204276086455,100.6,5,0~2%,3.982822748668879,119.02741961333675,-1.6821023210602335,-18.427419613336752
1,0,0,80634.631,20.75,1,2,84.0,422.523,452.70321428571424,0,0,0.005239969412149974,2.3028611304954643,105.0,인증불가,0~2%,3.9623920471589935,118.99598776485999,-1.6595309166635293,-13.99598776485999
1,0,0,211497.5056,17.0,2,2,140.0,1168.2208416666667,1251.6651875,0,0,0.005523567941629032,2.3059261970518747,111.5,인증불가,0~2%,4.036127664823549,119.10942717665162,-1.730201467771674,-7.6094271766516215
8,17,1,3715.75,21.15,0,0,6.84,35.892,38.45571428571429,0,0,0.009659422727578552,2.31048310101203,120.6,5,0~2%,5.111449909170424,120.76376909103142,-2.800966808158394,-0.16376909103142623
8,17,1,4170.24,27.62,0,0,6.0,50.00875833333333,53.58081249999999,0,0,0.011991817817040108,2.312793142487466,147.4,인증불가,0~2%,5.717872632430428,121.69672712681604,-3.405079489942962,25.703272873183963
8,17,1,23072.95,39.11,2,0,24.0,200.03327500000003,214.32136607142857,0,1,0.008669601199673211,2.3130772711544094,182.1,인증불가,0~2%,4.854096311915035,120.36784047986929,-2.541019040760626,61.73215952013071
1,0,0,160121.5086,18.14,2,2,163.2,822.682,881.4449999999999,0,0,0.005137860660900618,2.314094941918961,102.6,인증불가,0~2%,3.9358437718341612,118.95514426436026,-1.6217488299152003,-16.355144264360263
1,0,0,90664.64,20.31,2,2,157.7,787.579,843.8346428571429,0,0,0.0086867272621388,2.3187183811129852,176.1,인증불가,0~2%,4.858549088156089,120.37469090485553,-2.5398307070431034,55.72530909514447
13,0,0,129827.6953,13.4,2,2,128.7,636.3439,681.7970357142857,0,0,0.0049014495599691964,2.32722143864598,101.9,인증불가,0~2%,3.8743768855919916,118.86057982398768,-1.5471554469460114,-16.960579823987672
3,0,0,116687.8908,21.18,2,2,73.75,614.62194,658.523507142857,0,0,0.005267229836671279,2.3275845926258825,102.6,인증불가,0~2%,3.9694797575345326,119.00689193466852,-1.6418951649086502,-16.406891934668522
8,17,1,4574.061,20.58,2,0,8.1,40.25,43.125,0,1,0.008799620293651528,2.3312140478353007,149.4,인증불가,0~2%,4.887901276349398,120.41984811746062,-2.556687228514097,28.98015188253939
8,17,1,32744.5901,30.79,2,0,34.8,290.4793333333333,311.2278571428571,0,0,0.008871063355694084,2.331496396778296,108.9,5,0~2%,4.906476472480462,120.44842534227764,-2.5749800757021664,-11.548425342277639
8,0,0,17912.7269,21.0,2,0,23.682,126.531,135.5689285714286,0,0,0.007063748624448687,2.331684667406884,184.4,인증불가,0~2%,4.436574642356659,119.72549944977948,-2.1048899749497747,64.67450055022053
8,17,1,3451.655,24.5,0,0,6.75,33.542,35.93785714285714,0,1,0.009717657181844652,2.332155477031802,129.4,5,0~2%,5.126590867279609,120.78706287273786,-2.7944353902478074,8.612937127262143
1,1,1,11966.64,48.89,1,1,19.8,164.979,176.76321428571427,1,0,0.01378657668317924,2.33682514101531,318.1,인증불가,0~2%,6.184509937626602,122.4146306732717,-3.8476847966112926,195.68536932672833
12,0,0,107265.6,18.54,2,2,112.455,522.066,559.3564285714285,0,0,0.004867040318610999,2.340878313019927,103.8,인증불가,0~2%,3.8654304828388604,118.8468161274444,-1.5245521698189335,-15.046816127444401
8,17,1,9075.2,20.6,2,0,10.8,55.96,59.957142857142856,0,0,0.006166255289139633,2.3413046200075125,111.5,5,0~2%,4.203226375176305,119.36650211565586,-1.8619217551687925,-7.866502115655862
3,23,0,8440.84,19.1,2,2,9.1,44.605,47.79107142857143,0,0,0.005284426668435842,2.3416711016498137,135.4,인증불가,0~2%,3.9739509337933194,119.01377066737435,-1.6322798321435057,16.38622933262566
8,17,1,2283.37,29.15,0,0,6.0,28.441,30.472499999999997,0,0,0.012455712390020015,2.34208658623137,168.8,인증불가,0~2%,5.838485221405204,121.88228495600801,-3.496398635173834,46.917715043992004
8,17,1,3684.7,28.86,0,0,15.12,78.96000000000001,84.60000000000001,0,0,0.021429152983960705,2.3485238901568133,160.4,인증불가,2~5%,8.171579775829782,125.47166119358428,-5.823055885672969,34.928338806415724
11,17,1,12200.205,20.93,1,1,22.08,106.799,114.4275,0,0,0.008753869299737177,2.3502916209505114,163.1,인증불가,0~2%,4.876006017931666,120.40154771989488,-2.525714396981155,42.698452280105116
8,17,1,5305.48,49.42,0,0,12.5,59.252,63.48428571428571,0,0,0.011168075273113838,2.351852442799247,149.9,인증불가,0~2%,5.503699571009598,121.36723010924554,-3.151847128210351,28.532769890754466
8,17,1,10838.91,16.77,0,0,13.75,114.68275,122.87437499999999,0,0,0.010580653405185577,2.3539094650205765,139.3,인증불가,0~2%,5.35096988534825,121.13226136207423,-2.9970604203276734,18.16773863792578
8,17,1,5108.52,25.05,2,0,8.0,40.3,43.17857142857142,0,0,0.00788878187811734,2.357479639948564,105.9,5,0~2%,4.651083288310509,120.05551275124694,-2.2936036483619446,-14.155512751246931
11,17,1,12097.803,20.94,1,1,22.08,106.799,114.4275,0,0,0.008827966532435684,2.365796273040893,163.1,인증불가,0~2%,4.895271298433278,120.43118661297427,-2.5294750253923852,42.66881338702572
1,17,1,123216.52,54.24,1,0,195.0,1586.8916666666667,1700.2410714285713,0,0,0.01287888723579165,2.3746031746031746,188.0,인증불가,0~2%,5.948510681305829,122.05155489431667,-3.5739075067026547,65.94844510568333
1,0,0,8750.2,20.12,2,2,7.0,58.278600000000004,62.44135714285714,0,0,0.006660259194075564,2.3755287992190044,123.8,인증불가,0~2%,4.331667390459647,119.56410367763023,-1.9561385912406428,4.2358963223697685
8,0,0,1961.24,15.6,2,2,5.915,26.376000000000005,28.26,0,0,0.013448634537333526,2.375809935205184,154.4,인증불가,0~2%,6.096644979706717,122.27945381493342,-3.7208350445015332,32.12054618506659
3,0,0,159158.2322,18.85,2,2,131.4,873.372,935.7557142857142,0,0,0.0054874447141540945,2.380556017979025,112.7,인증불가,0~2%,4.026735625680065,119.09497788566165,-1.6461796077010398,-6.394977885661646
15,0,0,240058.9153,17.33,2,2,168.3,1403.7090500000002,1503.973982142857,0,0,0.00584735229785486,2.38219699798372,123.8,인증불가,0~2%,4.120311597442264,119.23894091914195,-1.7381145994585436,4.561059080858044
8,28,1,830.9366,18.81,0,0,1.35,11.236250000000002,12.038839285714287,0,0,0.0135223914796869,2.3841022321051595,169.4,인증불가,0~2%,6.115821784718594,122.30895659187476,-3.731719552613434,47.091043408125245
1,22,1,16708.99,28.07,1,1,75.6,365.16,391.24285714285713,0,0,0.02185410368909192,2.3877108031390883,214.7,인증불가,2~5%,8.282066959163899,125.64164147563677,-5.894356156024811,89.05835852436321
8,29,1,1725.28,32.19,0,0,10.164,55.135733333333334,59.074,0,0,0.031957556647809825,2.3885084349423753,145.6,인증불가,2~5%,10.908964728430552,129.68302265912394,-8.520456293488177,15.916977340876059
8,0,0,15104.17,20.2,2,0,22.05,116.848,125.1942857142857,0,0,0.007736141740989409,2.390265102129509,170.4,인증불가,0~2%,4.611396852657246,119.99445669639577,-2.221131750527737,50.40554330360423
6,0,0,165193.1037,16.69,2,2,156.8,872.19,934.4892857142858,0,0,0.005279820891215569,2.396514161220044,108.9,인증불가,0~2%,3.9727534317160487,119.01192835648624,-1.5762392704960049,-10.111928356486231
13,0,0,105953.55,21.87,2,2,108.0,533.996,572.1385714285715,0,0,0.005039906638333496,2.4009978172747113,119.3,인증불가,0~2%,3.910375725966709,118.9159626553334,-1.5093779086919978,0.384037344666595
11,0,0,47281.1705,17.64,2,2,52.25,245.517,263.05392857142857,0,0,0.0051927013947338715,2.405340085165151,129.3,인증불가,0~2%,3.950102362630807,118.97708055789356,-1.5447622774656558,10.322919442106453
8,1,1,2692.1,29.94,0,0,7.2,34.777,37.26107142857143,0,0,0.012918167972957915,2.4077046548956664,163.9,인증불가,0~2%,5.958723672969058,122.06726718918317,-3.551019018073392,41.832732810816836
8,17,1,11165.4372,36.06,0,0,13.195,109.29689166666667,117.1038125,0,0,0.009788859111281972,2.410137975957838,114.5,5,0~2%,5.145103368933313,120.8155436445128,-2.734965392975475,-6.3155436445128
15,0,0,51993.7321,17.88,2,2,35.88,298.31374999999997,319.621875,0,0,0.005737494462337316,2.4119082177820323,118.2,인증불가,0~2%,4.091748560207702,119.19499778493493,-1.67984034242567,-0.9949977849349239
8,17,1,31145.18,42.19,2,1,63.858,741.156,794.0957142857142,0,0,0.023796812219418862,2.4165260768773287,197.4,인증불가,2~5%,8.787171177048904,126.41872488776755,-6.370645100171576,70.98127511223245
6,0,0,264449.09,18.85,2,2,273.7,1325.595,1420.2803571428572,0,0,0.0050126661430372095,2.4191014765944074,115.3,인증불가,0~2%,3.903293197189675,118.90506645721489,-1.4841917205952675,-3.605066457214889
11,17,1,28890.8374,34.09,0,0,96.9,539.486,578.0207142857142,0,0,0.018673255902232865,2.4218405988551304,154.1,인증불가,0~2%,7.455046534580545,124.36930236089316,-5.033205935725414,29.730697639106836
8,17,1,22727.1256,45.94,0,0,67.23,347.069,371.85964285714283,0,0,0.015271134859218626,2.422033413362857,165.2,인증불가,0~2%,6.570495063396843,123.00845394368746,-4.148461650033985,42.19154605631253
8,17,1,4685.41,33.59,1,1,13.12,66.322,71.0592857142857,0,0,0.014155004578041197,2.423849643551523,185.5,인증불가,0~2%,6.280301190290711,122.56200183121649,-3.856451546739188,62.93799816878351
8,28,1,2205.19,22.86,0,0,9.188,49.469,53.0025,0,0,0.022432987633718638,2.426365641624497,181.3,인증불가,2~5%,8.432576784766844,125.87319505348746,-6.006211143142347,55.42680494651255
12,0,0,95114.0915,14.93,2,2,88.5,470.584,504.1971428571428,0,0,0.004947573935456241,2.426470588235294,96.6,인증불가,0~2%,3.8863692232186233,118.8790295741825,-1.4598986349833294,-22.279029574182502
8,17,1,3867.94,24.47,2,0,10.08,49.83,53.38928571428571,0,0,0.012882826517474417,2.427431675437108,134.6,인증불가,0~2%,5.949534894543349,122.05313060698977,-3.5221032191062407,12.546869393010226
8,17,1,5393.7776,29.45,2,0,10.92,49.74,53.29285714285714,0,0,0.009221737284829837,2.4318349299926303,123.4,5,0~2%,4.997651694055758,120.58869491393195,-2.5658167640631278,2.81130508606806
10,23,0,20378.7,18.91,2,2,27.0,133.499,143.03464285714287,0,0,0.006550908546668825,2.4322830292979547,133.9,인증불가,0~2%,4.3032362221338945,119.52036341866753,-1.8709531928359397,14.379636581332477
7,0,0,222977.4244,19.54,2,2,236.7,1143.299,1224.9632142857142,0,0,0.005127420424181741,2.437361513550367,113.2,인증불가,0~2%,3.933129310287253,118.9509681696727,-1.495767796736886,-5.750968169672703
1,0,0,47372.8425,22.5,2,2,58.3,255.67733333333337,273.94,0,0,0.005397128815593732,2.437480215257993,112.9,인증불가,0~2%,4.0032534920543705,119.0588515262375,-1.5657732767963775,-6.158851526237498
1,28,1,3064.17,49.41,0,0,4.64,38.7218,41.48764285714285,0,0,0.012636962048450315,2.440377149195785,169.7,인증불가,0~2%,5.8856101325970815,121.95478481938014,-3.4452329834012967,47.74521518061985
1,17,1,13164.98,26.86,0,0,25.48,121.72,130.4142857142857,0,0,0.00924574135319613,2.440689537463731,134.7,인증불가,0~2%,5.003892751830994,120.59829654127846,-2.563203214367263,14.10170345872153
8,17,1,2313.3,36.17,0,0,6.0,28.495,30.53035714285714,0,0,0.01231790083430597,2.4417314095449503,168.2,인증불가,0~2%,5.802654216919552,121.82716033372239,-3.360922807374602,46.3728396662776
7,0,0,636380.1765,19.34,2,2,602.778,3833.2373333333335,4107.04,0,0,0.00602350210595118,2.4426350851221312,98.0,인증불가,0~2%,4.166110547547307,119.30940084238048,-1.7234754624251756,-21.309400842380484
1,29,1,3064.17,49.09,0,0,4.25,34.65958333333334,37.13526785714286,0,0,0.011311246873813572,2.4433585073300756,158.3,인증불가,0~2%,5.5409241871915285,121.42449874952544,-3.097565679861453,36.87550125047457
