태양광비율,에너지자립률,최종등급
0.007684492167051251,2.995461422087746,인증불가
0.010316329482994699,2.997275204359673,인증불가
0.007156572583608188,2.9972752043596738,인증불가
0.004958453791882929,2.999198075380914,인증불가
0.006171724718998749,3.001364256480219,인증불가
0.005505591046182677,3.001949317738791,인증불가
0.004915412895201046,3.001949317738791,인증불가
0.016053398397884184,3.00244217784801,인증불가
0.007874151442374924,3.003823047515019,인증불가
0.008208202822659048,3.0066654944773905,인증불가
0.006617648924375163,3.015764222069911,인증불가
0.007575584473838275,3.015764222069911,인증불가
0.005530837654855182,3.0164335457397065,인증불가
0.004840524305972174,3.0173415779441157,인증불가
0.010856440027019685,3.021670566690406,인증불가
0.011458925312063328,3.0219780219780223,인증불가
0.010017736353426065,3.025891872799084,인증불가
0.0063127679384893534,3.0263796730862595,인증불가
0.00814951047232167,3.0303030303030303,인증불가
0.005653022030758918,3.031666572923111,인증불가
0.006561247604207393,3.0321592649310873,인증불가
0.006615631520973786,3.03226852602562,인증불가
0.005707961802586328,3.032530784782209,인증불가
0.017178055436431198,3.0369961347321923,인증불가
0.008220005061499386,3.0380284682387937,5
0.00723521106275686,3.0384196869506988,인증불가
0.008429431125831523,3.0398736675878406,인증불가
0.00618768010545045,3.046098713145463,인증불가
0.007149358001420951,3.0465920451007062,인증불가
0.004847678004930932,3.049504950495049,인증불가
0.004972871674248214,3.0519223147047163,인증불가
0.016137371927647727,3.052064631956912,인증불가
0.005410335059557672,3.059197457290425,인증불가
0.012144508712682077,3.05980528511822,인증불가
0.01582194972240179,3.06089432472659,인증불가
0.014609608030158577,3.0616868405722055,인증불가
0.00997367514894294,3.062171357871946,인증불가
0.019459995525075255,3.0628528664032664,인증불가
0.007455069559462966,3.064066852367688,인증불가
0.006654812805836899,3.0640668523676884,인증불가
0.01089537057050948,3.0640668523676884,인증불가
0.009074346376398727,3.0668004906880784,인증불가
0.005328461695784641,3.0683403068340307,인증불가
0.005104453303182367,3.071217235487769,인증불가
0.018764143042959217,3.073579633654145,인증불가
0.012212167470331329,3.076923076923077,인증불가
0.009479921238739742,3.0771280138537365,인증불가
0.006165788130561556,3.0774013055641904,인증불가
0.011231685735320199,3.079315707620529,인증불가
0.005269698772936709,3.0854912801333385,인증불가
0.014575998945327897,3.0877192982456143,5
0.008428732004598686,3.088648215002006,인증불가
0.00932825613677139,3.090555435487357,인증불가
0.011739394458450222,3.0944894919741848,인증불가
0.00603468815648712,3.0964109781843776,인증불가
0.007115450559770591,3.0966531122927745,인증불가
0.009239610252423713,3.1005459957029937,인증불가
0.011755507765830347,3.100920879533922,5
0.011456346460116094,3.107344632768362,인증불가
0.0057325411568752965,3.109540636042403,인증불가
0.007121986328524991,3.111739745403112,인증불가
0.0063788612338236085,3.114970738153672,인증불가
0.009569779709793256,3.1161473087818696,인증불가
0.006692640844164641,3.11614730878187,인증불가
0.006971428616702182,3.1179138321995463,인증불가
0.0073552041732507165,3.1203566121842496,인증불가
0.007076541572690762,3.1264023934181,인증불가
0.016541348047284233,3.129707112970711,5
0.0074109475925128515,3.137876386687797,인증불가
0.007386405444957192,3.137876386687797,인증불가
0.009347512135312914,3.138373751783167,인증불가
0.007700020586212211,3.1395523509088177,인증불가
0.015330483353340356,3.1396278113939946,인증불가
0.007094715450562775,3.143430412841248,인증불가
0.013288313303862986,3.145628992169335,인증불가
0.007389299608822863,3.146295490793098,인증불가
0.014313377196735758,3.1473533619456364,5
0.006162847510644639,3.1473533619456364,인증불가
0.011951333079134159,3.150658774107313,5
0.005077589121981518,3.151862464183381,인증불가
0.006915238560882712,3.153669724770642,인증불가
0.005864462833348377,3.154379469309231,인증불가
0.007920507535779844,3.1558814153649988,인증불가
0.00580324484971164,3.1571838595306425,인증불가
0.006055330811241717,3.1586503948312994,인증불가
0.01730525654924205,3.1604415545138362,인증불가
0.007320211827716402,3.161352128096346,인증불가
0.0057438525655926454,3.1619290961354207,인증불가
0.011475457018678874,3.1627372052903966,5
0.019950599926354198,3.1633986928104574,인증불가
0.007629107180384334,3.168106715173564,인증불가
0.006318063198573726,3.1752577319587623,인증불가
0.006400663640923248,3.175509826018494,인증불가
0.014276205769054768,3.1758091475459653,인증불가
0.007657519932487751,3.1796744256808154,인증불가
0.012192430045595762,3.181489515545915,5
0.005036495574361795,3.181489515545915,인증불가
0.00863642198684235,3.182808283754348,인증불가
0.007750968061884656,3.1835491241431835,인증불가
0.005965220408487318,3.1847133757961785,인증불가
0.017604638685981767,3.1874332774134513,5
0.016679498675273165,3.1916709336064173,인증불가
0.0058242624126110375,3.1976744186046515,인증불가
0.009643768749728264,3.2005060088551542,인증불가
0.008198862739599033,3.203065134099617,인증불가
0.00923445590970549,3.206997084548105,5
0.01739442451470949,3.208868144690782,인증불가
0.007762346789936607,3.209198558434872,인증불가
0.007958080606902356,3.210576015108593,인증불가
0.007339066443037946,3.2148900169204735,인증불가
0.006063510769799035,3.223705633344188,인증불가
0.01955598875351453,3.2293139067087098,인증불가
0.009892839575841366,3.2303174381205424,인증불가
0.006191753779979045,3.2305433186490458,인증불가
0.019536485117588355,3.2305433186490458,5
0.009172544576839999,3.231308632616318,인증불가
0.01599512469180904,3.233615770361404,인증불가
0.007199202456022048,3.233615770361404,인증불가
0.006655947840489618,3.2342371773930094,인증불가
0.007077660142578716,3.2358539539712745,인증불가
0.008013400170232412,3.2371983519717484,인증불가
0.0062760833520250315,3.2376747608535683,인증불가
0.01714881909579451,3.240812529074275,인증불가
0.018743824867107056,3.2424465733235075,5
0.006134425539680892,3.243898467606246,인증불가
0.012814438510111548,3.2472324723247237,5
0.008971028231582814,3.2484882576290257,인증불가
0.0063862765901239816,3.249348392701998,인증불가
0.013866234985311778,3.249630723781389,5
0.009894863093950976,3.25089438481879,인증불가
0.004966565198889437,3.251231527093596,인증불가
0.005503895709993944,3.2538715851748736,인증불가
0.013565653568602778,3.2538715851748736,인증불가
0.007603594201116034,3.2561379070172376,인증불가
0.010037008329603388,3.257650542941757,인증불가
0.019278276773668536,3.2576505429417577,인증불가
0.014784906761894298,3.258313738663084,인증불가
0.008126276733774505,3.262158956109134,인증불가
0.007109809182248747,3.26280403401226,인증불가
0.01611534146834774,3.263075722092115,인증불가
0.0052491457975870235,3.2673267326732676,인증불가
0.0059619260220893505,3.2679738562091507,인증불가
0.016545259767786112,3.2679738562091507,인증불가
0.008206663423506321,3.268845897264843,인증불가
0.006920496042871507,3.268968042703624,인증불가
0.012447217984627175,3.2694911975236987,인증불가
0.0162802912280376,3.269908562971139,인증불가
0.007996319828279919,3.2782923882400326,인증불가
0.0067669065092219325,3.281622911694511,인증불가
0.012689229163041587,3.284770608994661,인증불가
0.01654609259166332,3.285543608124253,인증불가
0.005531293863753446,3.2861226331965003,5
0.013601640204593566,3.2873297391461054,인증불가
0.01817397509400904,3.287714330659116,5
0.007600304276972797,3.287714330659116,인증불가
0.00950637666475212,3.2909498878085266,5
0.013992944206188301,3.2940706727889797,5
0.005963358552631698,3.2940706727889797,인증불가
0.014504050760195444,3.2967032967032974,인증불가
0.006743756240640811,3.2970500078876794,인증불가
0.005795696284657212,3.2994974275441487,인증불가
0.011497663960931031,3.3026193187700588,인증불가
